Review,Rating
"Kind of odd that there is no banister side of the staircase... As the floor was really cold even now, I can imagine that in winter the problem is really bad... Heating in otherwise is sufficient, but as mentioned, the floor itself is really cold.,

Absolutely fantastic place. We couldn't never expext this nice place. All stuff there what you could ever need in kitchen, tv, games and all. Loved the place!",positive
"Juliette’s B&B was very well situated in Yprès and very accessible on foot to the Cathedral, Cloth Hall, Flanders Museum, Menin Gate and all other places.  The house was charmingly decorated and very well appointed.  Our host was absolutely delightful and extremely helpful.  Breakfasts were delicious and beautifully laid out.  I would certainly like to return!",positive
"a little bit of a bigger bathroom which was ok for a short stay but too small for a longer stay..did think the inside of the Hotel a little dark but think a brighter wall paper or paint would make a lot of difference,

breakfast was continental which was good and had plenty of choice....asked for a canal view which we did get though was spoilt only by the weather..location was in walking distance of plenty of things to see and do",positive
"View from the room (there are road works ongoing),

Very friendly and helpfull staff. Very nice and comfortable rooms. Great breakfast.",positive
".,

Great bicycle parking",positive
they hate a water boiler in the room with tea. and its a cozy room,positive
"Difficult to get proper temperature of water in shower; room CA very noisy, I felt like ia airplane  all night long, second night I turned off but it get cold in my room.
!,

The place is great! The bed is comfortable!",positive
"Higienic,clean and pratic",positive
It is a separate little house and it's really nicely equipped. The bedroom is upstairs and the bed is really good quality. It's so private that it feels like your home.,positive
"The WiFi didn’t work for us - not a big deal as we weren’t there for long,

Nearly everything was perfect. A gorgeous room is the cutest dwelling. A balcony, beautiful breakfast. A good nights sleep and a lovely hostess.",positive
"Location
Staff
Nice breakfast",positive
"Sometimes it did get crowded during breakfast,

Even with the covid guidelines, the staff did it utmost to make you feel at ease. We stayed for dinner (in the rain with 10degrees as not allowed to dinner inside), but with extra blankets and heaters and a great kitchen it became a top experience. Room 2 even has an extra roof terrace, highly recommended",positive
"Perfect location and really nice beds! Breakfast was nice, reception friendly and everything was as it should be.",positive
"Hotel  does offer any breakfest including price. Breakfast is possible to order in price 7,0 EUR. However from 8,00am.",negative
The bathroom,positive
"The hostel is centrally located in Bruges and the place is more than just a hostel: they offer rental a bike and there's a very cool bar, with great music and gigs once a week, very good range of beer cheaper than in other places, they offer guided tour and beer tasting nights. Definitely recommend for young travelers but also for everybody else. The rooms are quite and clean, with lockers available also for luggage storage. Very convenient and safe. Breakfast is very good and abundant.",positive
"Nothing,

Everything  was perfect,I will go again,",positive
"All good for me,

A great location and a great apartment. Would recommend to stay here",positive
